month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2021-07,PASIR RIS,5 ROOM,708,PASIR RIS DR 10,10 TO 12,127,Improved,1996,73 years 08 months,593000
2021-07,PASIR RIS,5 ROOM,771,PASIR RIS ST 71,07 TO 09,125,Improved,1996,74 years 02 months,605000
2021-07,PASIR RIS,5 ROOM,185,PASIR RIS ST 11,07 TO 09,140,Model A,1993,71 years 01 month,615000
2021-07,PASIR RIS,5 ROOM,512,PASIR RIS ST 52,07 TO 09,127,Improved,1993,71 years 06 months,640000
2021-07,PASIR RIS,5 ROOM,526D,PASIR RIS ST 51,04 TO 06,113,Improved,2015,93 years 01 month,650888
2021-07,PASIR RIS,5 ROOM,524A,PASIR RIS ST 51,07 TO 09,113,Improved,2015,93 years 01 month,720000
2021-07,PASIR RIS,5 ROOM,530C,PASIR RIS DR 1,04 TO 06,105,DBSS,2015,92 years 11 months,775000
2021-07,PASIR RIS,5 ROOM,530A,PASIR RIS DR 1,07 TO 09,105,DBSS,2015,92 years 11 months,800000
2021-07,PASIR RIS,EXECUTIVE,250,PASIR RIS ST 21,01 TO 03,149,Apartment,1993,71 years 01 month,580000
2021-07,PASIR RIS,EXECUTIVE,460,PASIR RIS DR 4,01 TO 03,144,Apartment,1992,70 years 06 months,610000
2021-07,PASIR RIS,EXECUTIVE,711,PASIR RIS ST 72,01 TO 03,147,Apartment,1996,74 years,618000
2021-07,PASIR RIS,EXECUTIVE,650,PASIR RIS DR 10,01 TO 03,149,Apartment,1995,73 years 03 months,620000
2021-07,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,71 years,620000
2021-07,PASIR RIS,EXECUTIVE,457,PASIR RIS DR 4,04 TO 06,143,Apartment,1992,70 years 06 months,630000
2021-07,PASIR RIS,EXECUTIVE,134,PASIR RIS ST 11,01 TO 03,145,Apartment,1994,71 years 09 months,630000
2021-07,PASIR RIS,EXECUTIVE,266,PASIR RIS ST 21,01 TO 03,146,Apartment,1994,72 years 04 months,630000
2021-07,PASIR RIS,EXECUTIVE,247,PASIR RIS ST 21,04 TO 06,150,Apartment,1993,71 years 01 month,635000
2021-07,PASIR RIS,EXECUTIVE,607,ELIAS RD,04 TO 06,155,Apartment,1995,73 years 02 months,708000
2021-07,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,10 TO 12,146,Maisonette,1988,66 years 05 months,710000
2021-07,PASIR RIS,EXECUTIVE,644,PASIR RIS DR 10,07 TO 09,147,Apartment,1995,73 years 03 months,716888
2021-07,PASIR RIS,EXECUTIVE,579,PASIR RIS ST 53,04 TO 06,147,Apartment,1995,73 years 04 months,735000
2021-07,PASIR RIS,EXECUTIVE,779,PASIR RIS ST 71,10 TO 12,143,Apartment,1996,74 years 02 months,745888
2021-07,PASIR RIS,EXECUTIVE,531,PASIR RIS DR 1,04 TO 06,148,Maisonette,1992,70 years 06 months,770000
2021-07,PASIR RIS,EXECUTIVE,157,PASIR RIS ST 13,01 TO 03,165,Apartment,1995,72 years 07 months,790000
2021-07,PASIR RIS,EXECUTIVE,581,PASIR RIS ST 53,01 TO 03,149,Apartment,1995,73 years 03 months,801000
2021-07,PASIR RIS,EXECUTIVE,535,PASIR RIS DR 1,07 TO 09,150,Apartment,1992,70 years 05 months,812000
2021-07,PASIR RIS,EXECUTIVE,585,PASIR RIS ST 53,07 TO 09,152,Maisonette,1995,73 years 04 months,820000
2021-07,PASIR RIS,EXECUTIVE,547,PASIR RIS ST 51,10 TO 12,148,Maisonette,1992,70 years 05 months,860800
2021-08,PASIR RIS,3 ROOM,4,CHANGI VILLAGE RD,01 TO 03,66,Improved,1980,57 years 11 months,295000
2021-08,PASIR RIS,3 ROOM,530C,PASIR RIS DR 1,01 TO 03,65,DBSS,2015,92 years 10 months,480000
2021-08,PASIR RIS,4 ROOM,105,PASIR RIS ST 12,01 TO 03,108,Model A,1989,66 years 07 months,415000
2021-08,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,01 TO 03,106,Model A,1989,66 years 08 months,430000
2021-08,PASIR RIS,4 ROOM,428,PASIR RIS DR 6,04 TO 06,95,New Generation,1990,67 years 06 months,430000
2021-08,PASIR RIS,4 ROOM,138,PASIR RIS ST 11,07 TO 09,106,Model A,1994,71 years 08 months,432000
2021-08,PASIR RIS,4 ROOM,739,PASIR RIS DR 10,01 TO 03,104,Model A,1996,74 years 02 months,440000
2021-08,PASIR RIS,4 ROOM,626,PASIR RIS DR 3,07 TO 09,104,Model A,1995,73 years,440000
2021-08,PASIR RIS,4 ROOM,421,PASIR RIS DR 6,04 TO 06,103,Model A,1989,67 years,440000
2021-08,PASIR RIS,4 ROOM,423,PASIR RIS DR 6,01 TO 03,104,Model A,1989,67 years 03 months,440000
2021-08,PASIR RIS,4 ROOM,629,PASIR RIS DR 3,10 TO 12,104,Model A,1995,72 years 10 months,445000
2021-08,PASIR RIS,4 ROOM,458,PASIR RIS DR 4,10 TO 12,105,Model A,1992,70 years 04 months,450000
2021-08,PASIR RIS,4 ROOM,487,PASIR RIS DR 4,01 TO 03,104,Model A,1992,70 years 05 months,450000
2021-08,PASIR RIS,4 ROOM,122,PASIR RIS ST 11,01 TO 03,104,Model A,1989,66 years 11 months,450000
2021-08,PASIR RIS,4 ROOM,469,PASIR RIS DR 6,01 TO 03,108,Model A,1989,67 years 01 month,455000
2021-08,PASIR RIS,4 ROOM,113,PASIR RIS ST 11,04 TO 06,106,Model A,1990,67 years 09 months,457000
2021-08,PASIR RIS,4 ROOM,626,PASIR RIS DR 3,10 TO 12,104,Model A,1995,73 years,460000
2021-08,PASIR RIS,4 ROOM,425,PASIR RIS DR 6,04 TO 06,104,Model A,1989,67 years 04 months,460000
2021-08,PASIR RIS,4 ROOM,118,PASIR RIS ST 11,07 TO 09,105,Model A,1989,67 years,460000
2021-08,PASIR RIS,4 ROOM,213,PASIR RIS ST 21,10 TO 12,106,Model A,1993,71 years,460000
2021-08,PASIR RIS,4 ROOM,518,PASIR RIS ST 52,04 TO 06,105,Model A,1993,71 years 05 months,460000
2021-08,PASIR RIS,4 ROOM,762,PASIR RIS ST 71,13 TO 15,106,Model A,1996,74 years 02 months,460000
2021-08,PASIR RIS,4 ROOM,738,PASIR RIS DR 10,10 TO 12,104,Model A,1996,74 years,465000
2021-08,PASIR RIS,4 ROOM,234,PASIR RIS DR 4,10 TO 12,107,Model A,1993,70 years 11 months,465000
2021-08,PASIR RIS,4 ROOM,426,PASIR RIS DR 6,07 TO 09,104,Model A,1988,66 years 03 months,465000
2021-08,PASIR RIS,4 ROOM,480,PASIR RIS DR 4,04 TO 06,114,Model A,1992,70 years 05 months,470000
2021-08,PASIR RIS,4 ROOM,776,PASIR RIS ST 71,10 TO 12,106,Model A,1996,74 years 03 months,470000
2021-08,PASIR RIS,4 ROOM,421,PASIR RIS DR 6,07 TO 09,105,Model A,1989,67 years,470000
2021-08,PASIR RIS,4 ROOM,479,PASIR RIS DR 4,01 TO 03,105,Model A,1992,70 years 05 months,470000
2021-08,PASIR RIS,4 ROOM,405,PASIR RIS DR 6,10 TO 12,106,Model A,1989,67 years 06 months,475000
2021-08,PASIR RIS,4 ROOM,756,PASIR RIS ST 71,04 TO 06,106,Model A,1996,74 years 04 months,475000
2021-08,PASIR RIS,4 ROOM,405,PASIR RIS DR 6,07 TO 09,107,Model A,1989,67 years 04 months,481000
2021-08,PASIR RIS,4 ROOM,451,PASIR RIS DR 6,10 TO 12,114,Model A,1989,67 years 01 month,490000
2021-08,PASIR RIS,4 ROOM,747,PASIR RIS ST 71,10 TO 12,104,Model A,1996,74 years 04 months,490000
2021-08,PASIR RIS,4 ROOM,453,PASIR RIS DR 6,01 TO 03,105,Model A,1989,67 years,498000
2021-08,PASIR RIS,4 ROOM,474,PASIR RIS DR 6,10 TO 12,107,Model A,1989,67 years 05 months,505000
2021-08,PASIR RIS,4 ROOM,526A,PASIR RIS ST 51,07 TO 09,93,Model A,2015,93 years,523000
2021-08,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,04 TO 06,104,Model A,1995,73 years,530000
2021-08,PASIR RIS,4 ROOM,572,PASIR RIS ST 53,13 TO 15,110,Model A,1995,73 years 03 months,535000
2021-08,PASIR RIS,4 ROOM,526B,PASIR RIS ST 51,10 TO 12,93,Model A,2015,93 years,545000
2021-08,PASIR RIS,4 ROOM,527A,PASIR RIS ST 51,04 TO 06,93,Model A,2015,93 years,550000
2021-08,PASIR RIS,4 ROOM,525B,PASIR RIS ST 51,13 TO 15,93,Model A,2015,93 years,555000
2021-08,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,10 TO 12,93,Model A,2015,93 years,560000
2021-08,PASIR RIS,4 ROOM,524C,PASIR RIS ST 51,07 TO 09,93,Model A,2015,93 years,561000
2021-08,PASIR RIS,4 ROOM,527A,PASIR RIS ST 51,07 TO 09,93,Model A,2015,92 years 11 months,565000
2021-08,PASIR RIS,4 ROOM,574,PASIR RIS ST 53,13 TO 15,113,Model A,1995,73 years 03 months,593000
2021-08,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,01 TO 03,86,DBSS,2015,92 years 11 months,600000
2021-08,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 11 months,620000
2021-08,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,92 years 10 months,645000
2021-08,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,92 years 10 months,645000
2021-08,PASIR RIS,5 ROOM,629,PASIR RIS DR 3,01 TO 03,122,Improved,1995,72 years 09 months,510000
2021-08,PASIR RIS,5 ROOM,721,PASIR RIS ST 72,01 TO 03,126,Improved,1996,74 years,510000
2021-08,PASIR RIS,5 ROOM,556,PASIR RIS ST 51,04 TO 06,123,Improved,1992,70 years 05 months,515000
2021-08,PASIR RIS,5 ROOM,139,PASIR RIS ST 11,01 TO 03,126,Improved,1994,71 years 08 months,520000
2021-08,PASIR RIS,5 ROOM,555,PASIR RIS ST 51,01 TO 03,123,Improved,1992,70 years 04 months,520000
2021-08,PASIR RIS,5 ROOM,565,PASIR RIS ST 51,01 TO 03,123,Improved,1992,70 years 06 months,520000
2021-08,PASIR RIS,5 ROOM,760,PASIR RIS ST 71,01 TO 03,128,Improved,1996,74 years 01 month,525000
2021-08,PASIR RIS,5 ROOM,482,PASIR RIS DR 4,07 TO 09,122,Improved,1989,67 years 03 months,530000
2021-08,PASIR RIS,5 ROOM,561,PASIR RIS ST 51,04 TO 06,123,Improved,1993,71 years 02 months,530000
2021-08,PASIR RIS,5 ROOM,409,PASIR RIS DR 6,01 TO 03,127,Improved,1989,67 years 05 months,535000
2021-08,PASIR RIS,5 ROOM,182,PASIR RIS ST 11,10 TO 12,123,Improved,1993,71 years,540000
2021-08,PASIR RIS,5 ROOM,214,PASIR RIS ST 21,04 TO 06,126,Improved,1993,70 years 11 months,540000
2021-08,PASIR RIS,5 ROOM,482,PASIR RIS DR 4,07 TO 09,122,Improved,1989,67 years 04 months,540000
2021-08,PASIR RIS,5 ROOM,707,PASIR RIS DR 10,01 TO 03,124,Improved,1996,73 years 06 months,550000
2021-08,PASIR RIS,5 ROOM,112,PASIR RIS ST 11,04 TO 06,123,Improved,1990,67 years 08 months,550000
2021-08,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,04 TO 06,123,Improved,1992,70 years 05 months,550888
2021-08,PASIR RIS,5 ROOM,273,PASIR RIS ST 21,07 TO 09,130,Improved,1994,71 years 09 months,555000
2021-08,PASIR RIS,5 ROOM,195,PASIR RIS ST 12,10 TO 12,126,Improved,1993,71 years 01 month,568000
2021-08,PASIR RIS,5 ROOM,555,PASIR RIS ST 51,07 TO 09,121,Improved,1992,70 years 05 months,570000
2021-08,PASIR RIS,5 ROOM,233,PASIR RIS DR 4,07 TO 09,138,Model A,1993,71 years,580000
2021-08,PASIR RIS,5 ROOM,122,PASIR RIS ST 11,01 TO 03,132,Improved,1989,66 years 11 months,580000
2021-08,PASIR RIS,5 ROOM,750,PASIR RIS ST 71,04 TO 06,128,Improved,1996,74 years 04 months,585000
2021-08,PASIR RIS,5 ROOM,486,PASIR RIS DR 4,07 TO 09,124,Improved,1992,70 years 04 months,600000
2021-08,PASIR RIS,5 ROOM,743,PASIR RIS ST 71,07 TO 09,125,Improved,1996,74 years 02 months,600000
2021-08,PASIR RIS,5 ROOM,530D,PASIR RIS DR 1,04 TO 06,105,DBSS,2015,92 years 09 months,780000
2021-08,PASIR RIS,5 ROOM,530A,PASIR RIS DR 1,07 TO 09,105,DBSS,2015,92 years 10 months,785000
2021-08,PASIR RIS,5 ROOM,530A,PASIR RIS DR 1,07 TO 09,105,DBSS,2015,92 years 10 months,785000
2021-08,PASIR RIS,5 ROOM,530A,PASIR RIS DR 1,10 TO 12,105,DBSS,2015,92 years 10 months,795000
2021-08,PASIR RIS,EXECUTIVE,271,PASIR RIS ST 21,01 TO 03,145,Apartment,1994,72 years 03 months,608000
2021-08,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,01 TO 03,148,Apartment,1996,73 years 11 months,615000
2021-08,PASIR RIS,EXECUTIVE,218,PASIR RIS ST 21,01 TO 03,147,Apartment,1993,71 years,618000
2021-08,PASIR RIS,EXECUTIVE,203,PASIR RIS ST 21,04 TO 06,145,Apartment,1993,71 years 02 months,625000
2021-08,PASIR RIS,EXECUTIVE,221,PASIR RIS ST 21,07 TO 09,146,Apartment,1993,71 years,635000
2021-08,PASIR RIS,EXECUTIVE,711,PASIR RIS ST 72,04 TO 06,148,Apartment,1996,73 years 11 months,640000
2021-08,PASIR RIS,EXECUTIVE,246,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,71 years,640000
2021-08,PASIR RIS,EXECUTIVE,157,PASIR RIS ST 13,01 TO 03,149,Apartment,1995,72 years 07 months,648000
2021-08,PASIR RIS,EXECUTIVE,648,PASIR RIS DR 10,10 TO 12,149,Apartment,1995,73 years 01 month,665000
2021-08,PASIR RIS,EXECUTIVE,237,PASIR RIS ST 21,07 TO 09,146,Apartment,1993,71 years,665000
2021-08,PASIR RIS,EXECUTIVE,158,PASIR RIS ST 13,04 TO 06,149,Apartment,1995,72 years 06 months,670000
2021-08,PASIR RIS,EXECUTIVE,506,PASIR RIS ST 52,04 TO 06,145,Apartment,1993,71 years 02 months,688800
2021-08,PASIR RIS,EXECUTIVE,209,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,71 years 01 month,690000
2021-08,PASIR RIS,EXECUTIVE,548,PASIR RIS ST 51,04 TO 06,144,Apartment,1992,70 years 04 months,712000
2021-08,PASIR RIS,EXECUTIVE,413,PASIR RIS DR 6,01 TO 03,145,Maisonette,1989,67 years 03 months,715000
2021-08,PASIR RIS,EXECUTIVE,221,PASIR RIS ST 21,10 TO 12,152,Apartment,1993,71 years,715000
2021-08,PASIR RIS,EXECUTIVE,466,PASIR RIS ST 41,01 TO 03,147,Maisonette,1992,70 years 05 months,720000
2021-08,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,10 TO 12,146,Apartment,1996,73 years 10 months,725500
2021-08,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,04 TO 06,149,Maisonette,1988,66 years 04 months,730000
2021-08,PASIR RIS,EXECUTIVE,449,PASIR RIS DR 6,01 TO 03,146,Maisonette,1989,67 years 03 months,740000
2021-08,PASIR RIS,EXECUTIVE,543,PASIR RIS ST 51,04 TO 06,144,Apartment,1992,70 years 04 months,755000
2021-08,PASIR RIS,EXECUTIVE,422,PASIR RIS DR 6,07 TO 09,151,Maisonette,1989,67 years 03 months,760000
2021-08,PASIR RIS,EXECUTIVE,534,PASIR RIS DR 1,10 TO 12,147,Apartment,1992,70 years 05 months,762000
2021-08,PASIR RIS,EXECUTIVE,550,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,70 years 05 months,768000
2021-08,PASIR RIS,EXECUTIVE,583,PASIR RIS ST 53,07 TO 09,148,Apartment,1995,73 years 03 months,800000
2021-08,PASIR RIS,EXECUTIVE,534,PASIR RIS DR 1,10 TO 12,148,Maisonette,1992,70 years 04 months,808000
2021-08,PASIR RIS,EXECUTIVE,418,PASIR RIS DR 6,10 TO 12,153,Maisonette,1989,66 years 09 months,870000
2021-09,PASIR RIS,2 ROOM,527D,PASIR RIS ST 51,07 TO 09,47,Model A,2015,93 years,290000
2021-09,PASIR RIS,2 ROOM,528A,PASIR RIS ST 51,10 TO 12,47,Model A,2015,92 years 11 months,313000
2021-09,PASIR RIS,3 ROOM,530A,PASIR RIS DR 1,07 TO 09,65,DBSS,2015,92 years 09 months,520000
2021-09,PASIR RIS,4 ROOM,229,PASIR RIS ST 21,01 TO 03,107,Model A,1993,70 years 11 months,420000
2021-09,PASIR RIS,4 ROOM,753,PASIR RIS ST 71,01 TO 03,106,Model A,1996,74 years 02 months,420000
2021-09,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,01 TO 03,105,Model A,1989,66 years 07 months,428000
2021-09,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,01 TO 03,103,Model A,1989,66 years 11 months,430000
2021-09,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,04 TO 06,105,Model A,1989,66 years 07 months,440000
2021-09,PASIR RIS,4 ROOM,560,PASIR RIS ST 51,04 TO 06,105,Model A,1993,71 years,440000
2021-09,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,01 TO 03,109,Model A,1995,72 years 10 months,450000
2021-09,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,10 TO 12,103,Model A,1990,67 years 07 months,460000
2021-09,PASIR RIS,4 ROOM,229,PASIR RIS ST 21,07 TO 09,107,Model A,1993,71 years,460000
2021-09,PASIR RIS,4 ROOM,763,PASIR RIS ST 71,04 TO 06,104,Model A,1996,74 years,462000
2021-09,PASIR RIS,4 ROOM,551,PASIR RIS ST 51,04 TO 06,104,Model A,1992,70 years 04 months,465000
2021-09,PASIR RIS,4 ROOM,467,PASIR RIS DR 6,04 TO 06,105,Model A,1989,66 years 10 months,470000
2021-09,PASIR RIS,4 ROOM,521,PASIR RIS ST 52,10 TO 12,106,Model A,1993,71 years 03 months,470888
2021-09,PASIR RIS,4 ROOM,558,PASIR RIS ST 51,07 TO 09,104,Model A,1993,70 years 11 months,475000
2021-09,PASIR RIS,4 ROOM,571,PASIR RIS ST 53,01 TO 03,109,Model A,1995,73 years 02 months,475000
2021-09,PASIR RIS,4 ROOM,610,ELIAS RD,10 TO 12,111,Model A,1995,72 years 11 months,478000
2021-09,PASIR RIS,4 ROOM,450,PASIR RIS DR 6,04 TO 06,103,Model A,1989,67 years,478000
2021-09,PASIR RIS,4 ROOM,631,PASIR RIS DR 3,07 TO 09,104,Model A,1995,72 years 11 months,480000
2021-09,PASIR RIS,4 ROOM,110,PASIR RIS ST 11,04 TO 06,111,Model A,1990,67 years 08 months,540000
2021-09,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,07 TO 09,93,Model A,2015,92 years 11 months,555888
2021-09,PASIR RIS,4 ROOM,528B,PASIR RIS ST 51,04 TO 06,93,Model A,2015,92 years 11 months,560000
2021-09,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,07 TO 09,93,Model A,2015,92 years 11 months,567000
2021-09,PASIR RIS,4 ROOM,524A,PASIR RIS ST 51,07 TO 09,93,Model A,2015,92 years 11 months,568000
2021-09,PASIR RIS,4 ROOM,528C,PASIR RIS ST 51,10 TO 12,93,Model A,2015,93 years,570000
2021-09,PASIR RIS,4 ROOM,525B,PASIR RIS ST 51,04 TO 06,93,Model A,2015,92 years 11 months,575000
2021-09,PASIR RIS,4 ROOM,524C,PASIR RIS ST 51,10 TO 12,93,Model A,2015,92 years 11 months,580000
2021-09,PASIR RIS,4 ROOM,524C,PASIR RIS ST 51,10 TO 12,93,Model A,2015,92 years 11 months,580000
2021-09,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,92 years 10 months,620000
2021-09,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,92 years 09 months,625000
2021-09,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,92 years 10 months,635000
2021-09,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,92 years 09 months,638000
2021-09,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,92 years 09 months,668000
2021-09,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 10 months,675000
2021-09,PASIR RIS,5 ROOM,126,PASIR RIS ST 11,01 TO 03,132,Improved,1989,66 years 10 months,505000
2021-09,PASIR RIS,5 ROOM,416,PASIR RIS DR 6,01 TO 03,122,Improved,1989,67 years 04 months,515000
2021-09,PASIR RIS,5 ROOM,191,PASIR RIS ST 12,07 TO 09,123,Improved,1993,71 years 01 month,516000
2021-09,PASIR RIS,5 ROOM,630,PASIR RIS DR 3,01 TO 03,121,Improved,1995,72 years 09 months,520000
2021-09,PASIR RIS,5 ROOM,144,PASIR RIS ST 11,01 TO 03,126,Improved,1994,71 years 08 months,520000
2021-09,PASIR RIS,5 ROOM,760,PASIR RIS ST 71,04 TO 06,128,Improved,1996,74 years 01 month,520000
2021-09,PASIR RIS,5 ROOM,198,PASIR RIS ST 12,10 TO 12,124,Improved,1993,71 years 01 month,522000
2021-09,PASIR RIS,5 ROOM,629,PASIR RIS DR 3,01 TO 03,121,Improved,1995,72 years 08 months,525000
2021-09,PASIR RIS,5 ROOM,188,PASIR RIS ST 12,13 TO 15,122,Improved,1993,71 years 01 month,525000
2021-09,PASIR RIS,5 ROOM,708,PASIR RIS DR 10,01 TO 03,126,Improved,1996,73 years 05 months,545000
2021-09,PASIR RIS,5 ROOM,112,PASIR RIS ST 11,04 TO 06,131,Improved,1990,67 years 07 months,548000
2021-09,PASIR RIS,5 ROOM,482,PASIR RIS DR 4,07 TO 09,122,Improved,1989,67 years 03 months,548000
2021-09,PASIR RIS,5 ROOM,631,PASIR RIS DR 3,07 TO 09,120,Improved,1995,72 years 11 months,550000
2021-09,PASIR RIS,5 ROOM,551,PASIR RIS ST 51,01 TO 03,123,Improved,1992,70 years 03 months,550000
2021-09,PASIR RIS,5 ROOM,632,PASIR RIS DR 3,07 TO 09,122,Improved,1995,72 years 11 months,550000
2021-09,PASIR RIS,5 ROOM,112,PASIR RIS ST 11,10 TO 12,123,Improved,1990,67 years 07 months,550000
2021-09,PASIR RIS,5 ROOM,762,PASIR RIS ST 71,04 TO 06,128,Improved,1996,74 years 01 month,550000
2021-09,PASIR RIS,5 ROOM,145,PASIR RIS ST 11,07 TO 09,129,Improved,1994,71 years 08 months,555000
2021-09,PASIR RIS,5 ROOM,636,PASIR RIS DR 1,10 TO 12,122,Improved,1995,72 years 07 months,560000
2021-09,PASIR RIS,5 ROOM,767,PASIR RIS ST 71,10 TO 12,125,Improved,1996,74 years 02 months,560000
2021-09,PASIR RIS,5 ROOM,745,PASIR RIS ST 71,10 TO 12,123,Improved,1996,74 years 01 month,561000
2021-09,PASIR RIS,5 ROOM,611,ELIAS RD,01 TO 03,134,Model A,1995,72 years 11 months,570000
2021-09,PASIR RIS,5 ROOM,630,PASIR RIS DR 3,10 TO 12,120,Improved,1995,72 years 09 months,570000
2021-09,PASIR RIS,5 ROOM,742,PASIR RIS ST 71,01 TO 03,127,Improved,1996,74 years,570000
2021-09,PASIR RIS,5 ROOM,195,PASIR RIS ST 12,10 TO 12,126,Improved,1993,71 years 01 month,572000
2021-09,PASIR RIS,5 ROOM,214,PASIR RIS ST 21,07 TO 09,132,Model A,1993,70 years 10 months,575000
2021-09,PASIR RIS,5 ROOM,725,PASIR RIS ST 72,10 TO 12,124,Improved,1996,73 years 11 months,580000
2021-09,PASIR RIS,5 ROOM,554,PASIR RIS ST 51,04 TO 06,123,Improved,1992,70 years 04 months,580000
2021-09,PASIR RIS,5 ROOM,768,PASIR RIS ST 71,13 TO 15,128,Improved,1996,74 years,580000
2021-09,PASIR RIS,5 ROOM,520,PASIR RIS ST 52,07 TO 09,127,Improved,1993,71 years 04 months,595000
2021-09,PASIR RIS,5 ROOM,567,PASIR RIS ST 51,13 TO 15,123,Improved,1992,70 years 04 months,603000
2021-09,PASIR RIS,5 ROOM,568,PASIR RIS ST 51,07 TO 09,122,Improved,1992,70 years 03 months,610000
2021-09,PASIR RIS,5 ROOM,515,PASIR RIS ST 52,10 TO 12,129,Improved,1993,71 years 04 months,630000
2021-09,PASIR RIS,5 ROOM,525A,PASIR RIS ST 51,10 TO 12,113,Improved,2015,92 years 10 months,688000
2021-09,PASIR RIS,5 ROOM,524A,PASIR RIS ST 51,10 TO 12,113,Improved,2015,92 years 11 months,724800
2021-09,PASIR RIS,5 ROOM,528B,PASIR RIS ST 51,13 TO 15,113,Improved,2015,92 years 10 months,725000
2021-09,PASIR RIS,5 ROOM,615,ELIAS RD,16 TO 18,134,Model A,1996,73 years 10 months,773888
2021-09,PASIR RIS,EXECUTIVE,269,PASIR RIS ST 21,07 TO 09,145,Apartment,1994,72 years 02 months,550000
2021-09,PASIR RIS,EXECUTIVE,217,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,70 years 11 months,600000
2021-09,PASIR RIS,EXECUTIVE,251,PASIR RIS ST 21,10 TO 12,150,Apartment,1993,70 years 11 months,608000
2021-09,PASIR RIS,EXECUTIVE,219,PASIR RIS ST 21,01 TO 03,148,Apartment,1993,71 years,610888
2021-09,PASIR RIS,EXECUTIVE,152,PASIR RIS ST 13,04 TO 06,152,Apartment,1995,72 years 06 months,620000
2021-09,PASIR RIS,EXECUTIVE,160,PASIR RIS ST 13,04 TO 06,148,Apartment,1995,72 years 06 months,630000
2021-09,PASIR RIS,EXECUTIVE,500,PASIR RIS ST 52,01 TO 03,144,Apartment,1993,71 years 04 months,680000
2021-09,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,07 TO 09,146,Apartment,1996,73 years 10 months,690000
2021-09,PASIR RIS,EXECUTIVE,650,PASIR RIS DR 10,13 TO 15,146,Apartment,1995,73 years 01 month,715000
2021-09,PASIR RIS,EXECUTIVE,645,PASIR RIS DR 10,07 TO 09,148,Apartment,1995,73 years,720000
2021-09,PASIR RIS,EXECUTIVE,545,PASIR RIS ST 51,01 TO 03,148,Maisonette,1992,70 years 04 months,730000
2021-09,PASIR RIS,EXECUTIVE,603,ELIAS RD,01 TO 03,150,Maisonette,1995,72 years 07 months,735000
2021-09,PASIR RIS,EXECUTIVE,602,ELIAS RD,07 TO 09,154,Apartment,1995,72 years 07 months,765000
2021-09,PASIR RIS,EXECUTIVE,535,PASIR RIS DR 1,04 TO 06,145,Apartment,1992,70 years 04 months,805000
2021-09,PASIR RIS,EXECUTIVE,466,PASIR RIS ST 41,07 TO 09,156,Maisonette,1992,70 years 03 months,830000
2021-09,PASIR RIS,EXECUTIVE,410,PASIR RIS DR 6,01 TO 03,145,Maisonette,1989,67 years 01 month,852000
2021-10,PASIR RIS,2 ROOM,528A,PASIR RIS ST 51,07 TO 09,47,Model A,2015,92 years 10 months,328000
2021-10,PASIR RIS,3 ROOM,527C,PASIR RIS ST 51,13 TO 15,68,Model A,2015,92 years 10 months,453000
2021-10,PASIR RIS,3 ROOM,530A,PASIR RIS DR 1,10 TO 12,65,DBSS,2015,92 years 08 months,540000
2021-10,PASIR RIS,4 ROOM,446,PASIR RIS DR 6,04 TO 06,94,New Generation,1989,67 years 01 month,430000
